time,something1,something2
0.009415864944458008,25.59303617477417,125.94618511199951
1.0144481658935547,25.87999439239502,126.79208755493164
2.020711898803711,27.484999656677246,129.37934803962708
3.030179977416992,28.289350509643555,129.36054015159607
4.03510594367981,29.643726348876953,130.14315795898438
5.046503067016602,29.855918884277344,131.95143008232117
6.055437088012695,31.258646965026855,133.18969988822937
7.0615808963775635,31.99833869934082,133.61979961395264
8.066050052642822,33.68314290046692,134.82618689537048
9.073767900466919,34.34649658203125,135.91227912902832
10.083777904510498,35.41226053237915,136.35841369628906
11.092625856399536,36.625056982040405,137.35308051109314
12.098714113235474,37.104219913482666,139.2176947593689
13.104175090789795,38.39509987831116,139.77490878105164
14.110956907272339,39.78613567352295,141.17167353630066
15.117151975631714,40.09252953529358,141.4424262046814
16.124080181121826,41.377155780792236,141.85524439811707
17.130053997039795,42.81528186798096,143.99778652191162
18.136916875839233,43.007275104522705,143.93366718292236
19.142563104629517,44.15104627609253,145.29782271385193
20.14985203742981,45.311713218688965,146.19068884849548
21.158312797546387,45.936649322509766,147.7787253856659
22.168631076812744,47.31778621673584,148.92006301879883
23.17740797996521,48.64089322090149,150.53002953529358
24.18836498260498,49.515055894851685,150.89435839653015
25.19792604446411,50.57035732269287,151.6789674758911
26.20703887939453,51.09611940383911,152.7253818511963
27.212661027908325,52.90568971633911,153.05384612083435
28.224565029144287,53.45211601257324,154.1008849143982
29.242015838623047,54.71463680267334,155.36030650138855
30.256035089492798,55.966567039489746,157.30783247947693
31.25719904899597,56.90723538398743,157.6734721660614
32.26343488693237,57.05035161972046,159.16502618789673
33.26987099647522,58.46766662597656,159.24964141845703
34.27130699157715,59.90633034706116,161.2286238670349
35.27803111076355,60.43986392021179,162.4537491798401
36.28093409538269,61.690850257873535,162.43891882896423
37.282588958740234,62.236530780792236,163.52803826332092
38.288793087005615,63.96159052848816,165.63073182106018
39.292519092559814,64.73439192771912,165.51328468322754
40.303622007369995,65.68202877044678,166.22779321670532
41.31315088272095,66.94363498687744,167.11828899383545
42.32332110404968,67.9048261642456,168.9767255783081
43.338351011276245,68.6712064743042,170.1020359992981
44.34859585762024,69.5871000289917,170.91892528533936
45.35689687728882,70.18021178245544,171.12222957611084
46.367462158203125,72.0299744606018,173.6197965145111
47.37495017051697,72.2310585975647,174.58296990394592
48.383463859558105,73.14830470085144,174.83158206939697
49.38937282562256,74.89199662208557,176.0586392879486
50.39620089530945,75.42358922958374,176.4168541431427
51.40621995925903,76.39339900016785,178.0172257423401
